,Unnamed: 0,id,rank,slug,name,symbol,category,rounds,tokenRole,totalTokensForSale,startDate,endDate,type,tokensForSale,values,ieoPlatformExchange,USD,ICO_price,raise,hardCap,date_1,price_1,sale_1,cumulative_realized_ROI_1,date_2,price_2,sale_2,cumulative_realized_ROI_2,date_3,price_3,sale_3,cumulative_realized_ROI_3,date_4,price_4,sale_4,cumulative_realized_ROI_4,date_5,price_5,sale_5,cumulative_realized_ROI_5,date_6,price_6,sale_6,cumulative_realized_ROI_6
69,69,147,166,telcoin,Telcoin,TEL,Mobile,"{'startDate': '2017-12-12', 'endDate': '2017-12-31', 'type': 'ICO', 'tokensForSale': 0, 'values': {'USD': {'price': 0.0013, 'hardCap': 25000000, 'raise': 25000000}, 'BTC': {'price': 9.6e-08}, 'ETH': {'price': 1.8165e-06}}}",,,2017-12-12,2017-12-31,ICO,0,"{'USD': {'price': 0.0013, 'hardCap': 25000000, 'raise': 25000000}, 'BTC': {'price': 9.6e-08}, 'ETH': {'price': 1.8165e-06}}",,"{'price': 0.0013, 'hardCap': 25000000, 'raise': 25000000}",0.0013,25000000.0,25000000.0,2019-12-06 00:00:00+00:00,0.00028445,5.315659375e-05,0.04088968750000001,2020-01-05 00:00:00+00:00,0.00035149,6.85954703125e-05,0.09365543389423077,2020-02-04 00:00:00+00:00,0.00023818,3.9095923767192004e-05,0.12372922140745539,2020-03-05 00:00:00+00:00,0.00014611,2.3556758693955e-05,0.14184980501819003,2020-04-04 00:00:00+00:00,0.00011471,1.8422107358562e-05,0.15602065683246846,2020-05-04 00:00:00+00:00,0.00028569,3.772196341768801e-05,0.18503755176915157
76,76,319,182,swissborg,SwissBorg,CHSB,Financial services,"{'startDate': '2017-12-07', 'endDate': '2018-01-10', 'type': 'ICO', 'tokensForSale': 0, 'values': {'USD': {'price': 0.1, 'hardCap': 50000000, 'raise': 50000000}, 'BTC': {'price': 6.833e-06}, 'ETH': {'price': 0.0002374}}}",,,2017-12-07,2018-01-10,ICO,0,"{'USD': {'price': 0.1, 'hardCap': 50000000, 'raise': 50000000}, 'BTC': {'price': 6.833e-06}, 'ETH': {'price': 0.0002374}}",,"{'price': 0.1, 'hardCap': 50000000, 'raise': 50000000}",0.1,50000000.0,50000000.0,2019-12-06 00:00:00+00:00,0.00821593,0.00153535191875,0.0153535191875,2020-01-05 00:00:00+00:00,0.01754772,0.00342454723125,0.0495989915,2020-02-04 00:00:00+00:00,0.02801053,0.004597772884199532,0.09557672034199531,2020-03-05 00:00:00+00:00,0.02183074,0.00351968704599597,0.13077359080195503,2020-04-04 00:00:00+00:00,0.02412791,0.003874875323491602,0.16952234403687103,2020-05-04 00:00:00+00:00,0.01607119,0.002122009315197288,0.1907424371888439
37,37,1195,84,huobi-token,Huobi Token,HT,Exchange token,"{'startDate': '2018-01-24', 'endDate': '2018-02-28', 'type': 'ICO', 'tokensForSale': 0, 'values': {'USD': {'price': 1.52, 'hardCap': 300000000, 'raise': 300000000}, 'BTC': {'price': 0.000143485144120043}, 'ETH': {'price': 0.0017478486187853}}}",,,2018-01-24,2018-02-28,ICO,0,"{'USD': {'price': 1.52, 'hardCap': 300000000, 'raise': 300000000}, 'BTC': {'price': 0.000143485144120043}, 'ETH': {'price': 0.0017478486187853}}",,"{'price': 1.52, 'hardCap': 300000000, 'raise': 300000000}",1.52,300000000.0,300000000.0,2019-12-06 00:00:00+00:00,2.81395918,0.5258586217625,0.34595961958059207,2020-01-05 00:00:00+00:00,2.89112047,0.5642202292234375,0.7171571388065378,2020-02-04 00:00:00+00:00,3.44452666,0.5653999148266877,1.0891307669819903,2020-03-05 00:00:00+00:00,4.63547375,0.7473597738752494,1.5808148287420227,2020-04-04 00:00:00+00:00,3.53629134,0.5679185660939158,1.9544454643301254,2020-05-04 00:00:00+00:00,4.20935374,0.5557950498525961,2.3201001023910437
70,70,1235,167,republic-protocol,Ren,REN,DeFi,"{'startDate': '2018-02-03', 'endDate': '2018-02-03', 'type': 'ICO', 'tokensForSale': 0, 'values': {'USD': {'price': 0.0571, 'hardCap': 34400000, 'raise': 34299022}, 'BTC': {'price': 6.36759437250711e-06}, 'ETH': {'price': 5.814e-05, 'hardCap': 35000}}}",,,2018-02-03,2018-02-03,ICO,0,"{'USD': {'price': 0.0571, 'hardCap': 34400000, 'raise': 34299022}, 'BTC': {'price': 6.36759437250711e-06}, 'ETH': {'price': 5.814e-05, 'hardCap': 35000}}",,"{'price': 0.0571, 'hardCap': 34400000, 'raise': 34299022}",0.0571,34299022.0,34400000.0,2019-12-06 00:00:00+00:00,0.0376695,0.007039487812500001,0.12328349934325747,2020-01-05 00:00:00+00:00,0.03540461,0.006909430920312501,0.2442892947953153,2020-02-04 00:00:00+00:00,0.0480296,0.00788379200675424,0.38235920734792894,2020-03-05 00:00:00+00:00,0.06571873,0.010595580482398066,0.5679210371622558,2020-04-04 00:00:00+00:00,0.05061107,0.008127997254569754,0.7102677491512184,2020-05-04 00:00:00+00:00,0.06439815,0.00850300906040388,0.8591820934665227
23,23,1258,50,tezos,Tezos,XTZ,Blockchain infrastructure,"{'startDate': '2017-07-01', 'endDate': '2017-07-14', 'type': 'ICO', 'tokensForSale': 0, 'values': {'USD': {'price': 0.47, 'raise': 230533089}, 'BTC': {'price': 0.0002}, 'ETH': {'price': 0.0023943156225908}}}",,,2017-07-01,2017-07-14,ICO,0,"{'USD': {'price': 0.47, 'raise': 230533089}, 'BTC': {'price': 0.0002}, 'ETH': {'price': 0.0023943156225908}}",,"{'price': 0.47, 'raise': 230533089}",0.47,230533089.0,,2019-12-06 00:00:00+00:00,1.28815509,0.24072398244375004,0.5121786860505321,2020-01-05 00:00:00+00:00,1.25315632,0.244561288075,1.0325218521675532,2020-02-04 00:00:00+00:00,1.99471077,0.3274206910803462,1.729161620423609,2020-03-05 00:00:00+00:00,3.08760341,0.4978025355691096,2.7883159514217146,2020-04-04 00:00:00+00:00,1.67796621,0.26947671227146186,3.3616706583822715,2020-05-04 00:00:00+00:00,2.74919128,0.36299797995164984,4.134006785938973
66,66,1546,151,ontology,Ontology,ONT,Blockchain infrastructure,"{'endDate': '2018-01-08', 'type': 'ICO', 'tokensForSale': 0, 'values': {'USD': {'price': 0.2}, 'BTC': {'price': 1.262e-05}}}",Utility,,,2018-01-08,ICO,0,"{'USD': {'price': 0.2}, 'BTC': {'price': 1.262e-05}}",,{'price': 0.2},0.2,,,2019-12-06 00:00:00+00:00,0.61093181,0.11416788199375,0.5708394099687499,2020-01-05 00:00:00+00:00,0.53044676,0.10352000050625,1.0884394124999999,2020-02-04 00:00:00+00:00,0.77909326,0.12788383029848474,1.7278585639924238,2020-03-05 00:00:00+00:00,0.71593144,0.11542689873037931,2.30499305764432,2020-04-04 00:00:00+00:00,0.38252667,0.06143272061941608,2.6121566607414004,2020-05-04 00:00:00+00:00,0.49089122,0.06481634163920415,2.9362383689374214
33,33,1572,78,synthetix,Synthetix,SNX,DeFi,"{'startDate': '2018-02-26', 'endDate': '2018-02-28', 'type': 'ICO', 'tokensForSale': 0, 'values': {'USD': {'price': 0.67, 'hardCap': 30000000, 'raise': 30000000}, 'BTC': {'price': 6.3333e-05}}}",,,2018-02-26,2018-02-28,ICO,0,"{'USD': {'price': 0.67, 'hardCap': 30000000, 'raise': 30000000}, 'BTC': {'price': 6.3333e-05}}",,"{'price': 0.67, 'hardCap': 30000000, 'raise': 30000000}",0.67,30000000.0,30000000.0,2019-12-06 00:00:00+00:00,1.23093251,0.23003051280625,0.3433291235914179,2020-01-05 00:00:00+00:00,1.15038612,0.22450504123125,0.6784112746828358,2020-02-04 00:00:00+00:00,1.15467624,0.18953368987668104,0.9612973789763896,2020-03-05 00:00:00+00:00,0.78581734,0.12669433615704329,1.1503934030913796,2020-04-04 00:00:00+00:00,0.66717498,0.10714644850934055,1.3103134754933803,2020-05-04 00:00:00+00:00,0.77157512,0.10187730914851142,1.462369160789666
42,42,2121,95,holo,Holo,HOT,Cloud Storage,"{'startDate': '2018-03-29', 'endDate': '2018-04-28', 'type': 'ICO', 'tokensForSale': 0, 'values': {'USD': {'price': 0.0002, 'hardCap': 20400000, 'raise': 20388500}, 'BTC': {'price': 2.16195928776056e-08}, 'ETH': {'price': 2.267e-07, 'hardCap': 30250}}}",,,2018-03-29,2018-04-28,ICO,0,"{'USD': {'price': 0.0002, 'hardCap': 20400000, 'raise': 20388500}, 'BTC': {'price': 2.16195928776056e-08}, 'ETH': {'price': 2.267e-07, 'hardCap': 30250}}",,"{'price': 0.0002, 'hardCap': 20400000, 'raise': 20388500}",0.0002,20388500.0,20400000.0,2019-12-06 00:00:00+00:00,0.00072942,0.00013631036250000002,0.6815518125000001,2020-01-05 00:00:00+00:00,0.00068151,0.0001330009359375,1.3465564921875,2020-02-04 00:00:00+00:00,0.00067098,0.00011013763930351199,1.89724468870506,2020-03-05 00:00:00+00:00,0.00063263,0.000101996524896015,2.407227313185135,2020-04-04 00:00:00+00:00,0.00032577,5.2317757076094e-05,2.6688160985656046,2020-05-04 00:00:00+00:00,0.00050624,6.684296531404801e-05,3.0030309251358447
38,38,2132,86,nexo,Nexo,NEXO,Financial services,"{'startDate': '2018-03-06', 'endDate': '2018-04-01', 'type': 'ICO', 'tokensForSale': 0, 'values': {'USD': {'price': 0.1, 'hardCap': 52500000, 'raise': 52500000}, 'BTC': {'price': 1.47284677397979e-05}, 'ETH': {'price': 0.000262606157083051}}}",,,2018-03-06,2018-04-01,ICO,0,"{'USD': {'price': 0.1, 'hardCap': 52500000, 'raise': 52500000}, 'BTC': {'price': 1.47284677397979e-05}, 'ETH': {'price': 0.000262606157083051}}",,"{'price': 0.1, 'hardCap': 52500000, 'raise': 52500000}",0.1,52500000.0,52500000.0,2019-12-06 00:00:00+00:00,0.09639624,0.01801404735,0.18014047349999998,2020-01-05 00:00:00+00:00,0.11298685,0.0220500899453125,0.40064137295312496,2020-02-04 00:00:00+00:00,0.1538037,0.025246022883164278,0.6531016017847676,2020-03-05 00:00:00+00:00,0.18315415,0.029529245878765573,0.9483940605724236,2020-04-04 00:00:00+00:00,0.10975278,0.017625991596727716,1.1246539765397006,2020-05-04 00:00:00+00:00,0.10864442,0.014345202270908786,1.2681059992487882
48,48,2234,106,iotex,IoTeX,IOTX,IOT,"{'endDate': '2018-02-15', 'type': 'ICO', 'tokensForSale': 0, 'values': {'USD': {'price': 0.007, 'raise': 14025000}, 'BTC': {'price': 7.152887226131e-07}, 'ETH': {'price': 1.25e-05}}}",,,,2018-02-15,ICO,0,"{'USD': {'price': 0.007, 'raise': 14025000}, 'BTC': {'price': 7.152887226131e-07}, 'ETH': {'price': 1.25e-05}}",,"{'price': 0.007, 'raise': 14025000}",0.007,14025000.0,,2019-12-06 00:00:00+00:00,0.0038677,0.0007227764375,0.10325377678571429,2020-01-05 00:00:00+00:00,0.00359093,0.0007007924328125,0.2033669814732143,2020-02-04 00:00:00+00:00,0.004221,0.0006928536998124,0.3023460814464143,2020-03-05 00:00:00+00:00,0.00398549,0.0006425653699758451,0.3941411343001065,2020-04-04 00:00:00+00:00,0.00218321,0.00035061746147926204,0.4442293430828582,2020-05-04 00:00:00+00:00,0.00260836,0.00034440288599587205,0.4934297553679828
17,17,3436,42,fantom,Fantom,FTM,Blockchain infrastructure,"{'startDate': '2018-06-15', 'endDate': '2018-06-15', 'type': 'ICO', 'tokensForSale': 0, 'values': {'USD': {'price': 0.0438}, 'ETH': {'price': 8.634e-05}}}",,,2018-06-15,2018-06-15,ICO,0,"{'USD': {'price': 0.0438}, 'ETH': {'price': 8.634e-05}}",,{'price': 0.0438},0.0438,,,2019-12-06 00:00:00+00:00,0.01405516,0.002626558025,0.059967078196347036,2020-01-05 00:00:00+00:00,0.01074029,0.0020960347203125,0.10782175217608449,2020-02-04 00:00:00+00:00,0.00965979,0.001585600862570676,0.14402268511148805,2020-03-05 00:00:00+00:00,0.00680802,0.00109763112944781,0.1690827565600682,2020-04-04 00:00:00+00:00,0.0032214,0.00051734789159508,0.180894352258586,2020-05-04 00:00:00+00:00,0.00471005,0.0006219060302967601,0.1950931200735805
71,71,3455,169,constellation,Constellation Labs,DAG,Blockchain infrastructure,"{'endDate': '2018-06-15', 'type': 'ICO', 'tokensForSale': 0, 'values': {'USD': {'price': 0.0345}, 'BTC': {'price': 5.27340705659903e-06}, 'ETH': {'price': 6.667e-05}}}",,,,2018-06-15,ICO,0,"{'USD': {'price': 0.0345}, 'BTC': {'price': 5.27340705659903e-06}, 'ETH': {'price': 6.667e-05}}",,{'price': 0.0345},0.0345,,,2019-12-06 00:00:00+00:00,0.01801778,0.0033670726375000003,0.09759630833333334,2020-01-05 00:00:00+00:00,0.01001983,0.0019554324484375002,0.15427550973731882,2020-02-04 00:00:00+00:00,0.01427394,0.002342987950698936,0.22218820396047642,2020-03-05 00:00:00+00:00,0.01498025,0.0024152086402376254,0.29219425150359596,2020-04-04 00:00:00+00:00,0.00728223,0.001169505909421506,0.32609297351581357,2020-05-04 00:00:00+00:00,0.01421666,0.0018771407065060323,0.380502849066713
31,31,3475,71,quant,Quant,QNT,Blockchain Service,"{'startDate': '2018-04-02', 'endDate': '2018-04-30', 'type': 'ICO', 'tokensForSale': 0, 'values': {'USD': {'price': 1.51, 'hardCap': 36900000, 'raise': 15000000}, 'BTC': {'price': 0.00017946}, 'ETH': {'price': 0.002325581, 'hardCap': 57000}}}",,,2018-04-02,2018-04-30,ICO,0,"{'USD': {'price': 1.51, 'hardCap': 36900000, 'raise': 15000000}, 'BTC': {'price': 0.00017946}, 'ETH': {'price': 0.002325581, 'hardCap': 57000}}",,"{'price': 1.51, 'hardCap': 36900000, 'raise': 15000000}",1.51,15000000.0,36900000.0,2019-12-06 00:00:00+00:00,5.00777755,0.9358284296562501,0.6197539269246689,2020-01-05 00:00:00+00:00,3.41423612,0.66630951779375,1.0610185082450332,2020-02-04 00:00:00+00:00,4.8706945600000005,0.7994974523933026,1.5904870197637766,2020-03-05 00:00:00+00:00,3.33961115,0.5384327834658241,1.9470650220590242,2020-04-04 00:00:00+00:00,5.02066461,0.8063047899638464,2.481041704154287,2020-05-04 00:00:00+00:00,4.86306687,0.6421100863450261,2.90628017193245
54,54,3841,121,ankr-network,Ankr Network,ANKR,Cloud Computing,"{'startDate': '2018-09-16', 'endDate': '2018-09-22', 'type': 'ICO', 'tokensForSale': 500000000, 'values': {'USD': {'price': 0.0066}, 'ETH': {'price': 2.876e-05}}}",Utility,,2018-09-16,2018-09-22,ICO,500000000,"{'USD': {'price': 0.0066}, 'ETH': {'price': 2.876e-05}}",,{'price': 0.0066},0.0066,,,2019-12-06 00:00:00+00:00,0.00181717,0.00033958364375,0.051452067234848485,2020-01-05 00:00:00+00:00,0.00142271,0.0002776507484375,0.09352036245265152,2020-02-04 00:00:00+00:00,0.00146935,0.00024118563937913998,0.1300636411464606,2020-03-05 00:00:00+00:00,0.00197042,0.00031768331028501,0.1781974760381288,2020-04-04 00:00:00+00:00,0.00143565,0.00023056140205143,0.21313102180349697,2020-05-04 00:00:00+00:00,0.0015602,0.00020600583613104002,0.24434402727789697
99,99,3910,229,origin-protocol,Origin Protocol,OGN,Protocol,"{'startDate': '2018-06-18', 'endDate': '2018-07-31', 'type': 'ICO', 'tokensForSale': 0, 'values': {'USD': {'price': 0.1364, 'raise': 6600000}}}",Utility,,2018-06-18,2018-07-31,ICO,0,"{'USD': {'price': 0.1364, 'raise': 6600000}}",,"{'price': 0.1364, 'raise': 6600000}",0.1364,6600000.0,,2020-01-09 00:00:00+00:00,0.23214601,0.04338228561875,0.31805194735153963,2020-02-08 00:00:00+00:00,0.21929824,0.04279742215,0.6318160393603373,2020-03-09 00:00:00+00:00,0.47348047,0.07771918868240087,1.2016048126917218,2020-04-08 00:00:00+00:00,0.26263729,0.04234400974994375,1.5120447668701955,2020-05-08 00:00:00+00:00,0.17233006,0.027675728937559332,1.7149460054153518,2020-06-07 00:00:00+00:00,0.23180855,0.03060755939307396,1.939341602138768
84,84,3917,201,keep-network,Keep network,KEEP,Blockchain Service,"{'type': 'ICO', 'tokensForSale': 0, 'values': {'USD': {'raise': 30000000}}}",,,,,ICO,0,{'USD': {'raise': 30000000}},,{'raise': 30000000},,30000000.0,,2020-05-19 00:00:00+00:00,0.88901975,0.16613556578125002,,2020-06-18 00:00:00+00:00,0.5459345,0.106542529765625,,2020-07-18 00:00:00+00:00,0.4898535,0.0804067305948954,,2020-08-17 00:00:00+00:00,1.52983445,0.24664938046916274,,2020-09-16 00:00:00+00:00,0.99377995,0.1595982994480549,,2020-10-16 00:00:00+00:00,0.60575227,0.0799823758938761,
80,80,3924,191,celer-network,Celer Network,CELR,Blockchain Service,"{'startDate': '2019-03-19', 'endDate': '2019-03-19', 'type': 'IEO', 'tokensForSale': 600000000, 'values': {'USD': {'price': 0.0067, 'raise': 4000000}, 'BNB': {'price': 0.000434}}, 'ieoPlatformExchange': {'id': 2, 'name': 'Binance', 'slug': 'binance'}}",,3300000000.0,2019-03-19,2019-03-19,IEO,600000000,"{'USD': {'price': 0.0067, 'raise': 4000000}, 'BNB': {'price': 0.000434}}","{'id': 2, 'name': 'Binance', 'slug': 'binance'}","{'price': 0.0067, 'raise': 4000000}",0.0067,4000000.0,,2019-12-06 00:00:00+00:00,0.00439937,0.00082213226875,0.12270630876865671,2020-01-05 00:00:00+00:00,0.00356287,0.0006953163484375001,0.2264848682369403,2020-02-04 00:00:00+00:00,0.00360325,0.0005914534692843,0.31476150544355225,2020-03-05 00:00:00+00:00,0.00358887,0.000578619838299735,0.40112267533903506,2020-04-04 00:00:00+00:00,0.00163098,0.000261930857463756,0.4402168331694464,2020-05-04 00:00:00+00:00,0.00197864,0.000261255856686528,0.47921024461519685
96,96,3946,223,coti,COTI,COTI,Protocol,"{'startDate': '2019-06-04', 'endDate': '2019-06-04', 'type': 'IEO', 'tokensForSale': 46152000, 'values': {'USD': {'price': 0.065, 'raise': 3000000}}, 'ieoPlatformExchange': {'id': 36, 'name': 'Kucoin', 'slug': 'kucoin'}}",Utility,,2019-06-04,2019-06-04,IEO,46152000,"{'USD': {'price': 0.065, 'raise': 3000000}}","{'id': 36, 'name': 'Kucoin', 'slug': 'kucoin'}","{'price': 0.065, 'raise': 3000000}",0.065,3000000.0,,2019-12-06 00:00:00+00:00,0.01011487,0.00189021633125,0.029080251249999998,2020-01-05 00:00:00+00:00,0.00954033,0.0018618550265625,0.05772417473557692,2020-02-04 00:00:00+00:00,0.01096171,0.001799303797623924,0.08540577162209882,2020-03-05 00:00:00+00:00,0.0268968,0.0043364686006404,0.15212067317041267,2020-04-04 00:00:00+00:00,0.01956015,0.0031413057558153296,0.20044845402911002,2020-05-04 00:00:00+00:00,0.02093349,0.002764018145488248,0.2429718101135446
30,30,3981,69,arweave,Arweave,AR,Cloud Storage,"{'startDate': '2018-06-03', 'endDate': '2018-06-06', 'type': 'ICO', 'tokensForSale': 0, 'values': {'USD': {'hardCap': 8700000, 'price': 0.72, 'raise': 8700000}}}",,,2018-06-03,2018-06-06,ICO,0,"{'USD': {'hardCap': 8700000, 'price': 0.72, 'raise': 8700000}}",,"{'hardCap': 8700000, 'price': 0.72, 'raise': 8700000}",0.72,8700000.0,8700000.0,2019-12-06 00:00:00+00:00,0.91651252,0.17127327717500002,0.23787955163194446,2020-01-05 00:00:00+00:00,0.59062256,0.115263683975,0.3979680015972223,2020-02-04 00:00:00+00:00,0.51637835,0.08476063736093874,0.5156911090429704,2020-03-05 00:00:00+00:00,0.67720653,0.10918342901362396,0.6673347604507816,2020-04-04 00:00:00+00:00,0.52483285,0.08428669782930927,0.7843996185470447,2020-05-04 00:00:00+00:00,0.50686121,0.06692498869916719,0.877350991740332
39,39,3995,89,celsius,Celsius,CEL,Financial services,"{'startDate': '2018-03-16', 'endDate': '2018-03-22', 'type': 'ICO', 'tokensForSale': 0, 'values': {'USD': {'price': 0.3, 'hardCap': 50000000, 'raise': 50000000}}}",,,2018-03-16,2018-03-22,ICO,0,"{'USD': {'price': 0.3, 'hardCap': 50000000, 'raise': 50000000}}",,"{'price': 0.3, 'hardCap': 50000000, 'raise': 50000000}",0.3,50000000.0,50000000.0,2019-12-06 00:00:00+00:00,0.07564261,0.01413571274375,0.04711904247916667,2020-01-05 00:00:00+00:00,0.14848783,0.028978328073437497,0.143713469390625,2020-02-04 00:00:00+00:00,0.16981475,0.0278741477896749,0.23662729535620802,2020-03-05 00:00:00+00:00,0.13481639,0.021735932976662296,0.3090804052784157,2020-04-04 00:00:00+00:00,0.07932213,0.012738913736987286,0.3515434510683733,2020-05-04 00:00:00+00:00,0.11982967,0.015822081375244584,0.4042837223191886
35,35,4023,81,blockstack,Stacks,STX,Blockchain infrastructure,"{'startDate': '2019-07-11', 'endDate': '2019-09-11', 'type': 'ICO', 'tokensForSale': 62000000, 'values': {'USD': {'price': 0.3, 'raise': 18600000}, 'BTC': {'price': 3.169e-05}, 'ETH': {'price': 0.001587}}}",Security,,2019-07-11,2019-09-11,ICO,62000000,"{'USD': {'price': 0.3, 'raise': 18600000}, 'BTC': {'price': 3.169e-05}, 'ETH': {'price': 0.001587}}",,"{'price': 0.3, 'raise': 18600000}",0.3,18600000.0,,2019-12-06 00:00:00+00:00,0.09299095,0.01737768378125,0.05792561260416667,2020-01-05 00:00:00+00:00,0.09438099,0.0184190400796875,0.11932241286979169,2020-02-04 00:00:00+00:00,0.10142975,0.0166491299593809,0.17481951273439467,2020-03-05 00:00:00+00:00,0.1478125,0.023831246283281253,0.2542570003453322,2020-04-04 00:00:00+00:00,0.09463102,0.015197478945952643,0.30491526349850767,2020-05-04 00:00:00+00:00,0.10643406,0.014053350546802512,0.3517597653211827
81,81,5323,192,nervos,Nervos Network,CKB,Blockchain infrastructure,"{'startDate': '2019-10-16', 'endDate': '2019-10-25', 'type': 'ICO', 'tokensForSale': 0, 'values': {'USD': {'price': 0.01, 'raise': 69487295}}}",Utility,,2019-10-16,2019-10-25,ICO,0,"{'USD': {'price': 0.01, 'raise': 69487295}}",,"{'price': 0.01, 'raise': 69487295}",0.01,69487295.0,,2019-12-06 00:00:00+00:00,0.00781062,0.0014596096125,0.14596096125000002,2020-01-05 00:00:00+00:00,0.00648889,0.0012663474390625,0.27259570515625003,2020-02-04 00:00:00+00:00,0.0063413,0.00104088916527372,0.376684621683622,2020-03-05 00:00:00+00:00,0.00774197,0.001248208330065285,0.5015054546901505,2020-04-04 00:00:00+00:00,0.00465076,0.000746899137118872,0.5761953684020377,2020-05-04 00:00:00+00:00,0.00440366,0.0005814508783084321,0.6343404562328809
10,10,5551,29,algorand,Algorand,ALGO,Blockchain infrastructure,"{'startDate': '2019-06-19', 'endDate': '2019-06-19', 'type': 'ICO', 'tokensForSale': 25000000, 'values': {'USD': {'price': 2.4, 'raise': 60402219}}}",Utility,,2019-06-19,2019-06-19,ICO,25000000,"{'USD': {'price': 2.4, 'raise': 60402219}}",,"{'price': 2.4, 'raise': 60402219}",2.4,60402219.0,,2019-12-06 00:00:00+00:00,0.26595659,0.04970063775625,0.020708599065104166,2020-01-05 00:00:00+00:00,0.23454881,0.0457736662015625,0.03978095998242188,2020-02-04 00:00:00+00:00,0.26269499,0.043119923180213564,0.05774759464084419,2020-03-05 00:00:00+00:00,0.39285744,0.06333890846078233,0.0841388064995035,2020-04-04 00:00:00+00:00,0.15881395,0.025505079216609692,0.09476592283975754,2020-05-04 00:00:00+00:00,0.20731776,0.027373842131530754,0.10617169039456203
0,0,5663,6,solana,Solana,SOL,Blockchain infrastructure,"{'startDate': '2020-03-23', 'endDate': '2020-03-24', 'type': 'ICO', 'tokensForSale': 8000000, 'values': {'USD': {'price': 0.22, 'raise': 1760000}}}",Utility,,2020-03-23,2020-03-24,ICO,8000000,"{'USD': {'price': 0.22, 'raise': 1760000}}",,"{'price': 0.22, 'raise': 1760000}",0.22,1760000.0,,2020-04-10 00:00:00+00:00,0.75910132,0.141857059175,0.6448048144318181,2020-05-10 00:00:00+00:00,0.6046755,0.11800620304687501,1.181196646463068,2020-06-09 00:00:00+00:00,0.66828269,0.10969489085218743,1.679809786700284,2020-07-09 00:00:00+00:00,0.79876866,0.12878242814258975,2.265184460075692,2020-08-08 00:00:00+00:00,2.08419903,0.3347165747299345,3.7866234361208484,2020-09-07 00:00:00+00:00,3.08004844,0.40668372914133155,5.635185841308719
